trans_idx,has_right_lane,has_left_lane,driving_in_weaving,dist_to_onramp,dist_to_offramp,leader_gap,leader_relatif_s,follower_gap,follower_relatif_s,left_leader_gap,left_leader_relatif_s,left_follower_gap,left_follower_relatif_s,right_leader_gap,right_leader_relatif_s,right_follower_gap,right_follower_relatif_s,action,reward,done,next_has_right_lane,next_has_left_lane,next_driving_in_weaving,next_dist_to_onramp,next_dist_to_offramp,next_leader_gap,next_leader_relatif_s,next_follower_gap,next_follower_relatif_s,next_left_leader_gap,next_left_leader_relatif_s,next_left_follower_gap,next_left_follower_relatif_s,next_right_leader_gap,next_right_leader_relatif_s,next_right_follower_gap,next_right_follower_relatif_s
9991386,1.0,0.0,0.0,-2.0,-2.0,0.51,0.09,0.39,0.0,-2.0,-2.0,-2.0,-2.0,-0.05,0.04,0.45,0.05,1,-0.19,False,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.38,-0.02,-2.0,-2.0,-2.0,-2.0,-0.05,-0.0,0.46,0.01
9991390,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.38,-0.02,-2.0,-2.0,-2.0,-2.0,-0.05,-0.0,0.46,0.01,1,-0.16,False,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.38,0.01,-2.0,-2.0,-2.0,-2.0,0.47,0.06,-0.05,0.01
9991405,1.0,1.0,1.0,-2.0,-2.0,0.66,0.03,0.53,-0.0,0.6,0.02,0.25,-0.13,0.93,0.03,0.64,-0.01,2,-1.16,False,1.0,0.0,1.0,-2.0,-2.0,0.59,0.02,0.21,-0.12,-2.0,-2.0,-2.0,-2.0,0.65,0.03,0.53,-0.0
9991413,1.0,0.0,1.0,-2.0,-2.0,0.59,0.02,0.23,0.05,-2.0,-2.0,-2.0,-2.0,0.64,0.03,0.52,-0.02,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.58,0.01,0.25,0.06,-2.0,-2.0,-2.0,-2.0,0.63,0.03,0.54,0.05
9991417,1.0,0.0,1.0,-2.0,-2.0,0.58,0.01,0.25,0.06,-2.0,-2.0,-2.0,-2.0,0.63,0.03,0.54,0.05,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.58,0.01,0.27,0.06,-2.0,-2.0,-2.0,-2.0,0.62,0.02,0.56,0.06
9991421,1.0,0.0,1.0,-2.0,-2.0,0.58,0.01,0.27,0.06,-2.0,-2.0,-2.0,-2.0,0.62,0.02,0.56,0.06,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.29,0.05,-2.0,-2.0,-2.0,-2.0,0.62,0.02,0.57,0.03
9991425,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.29,0.05,-2.0,-2.0,-2.0,-2.0,0.62,0.02,0.57,0.03,1,-0.17,False,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.3,0.04,-2.0,-2.0,-2.0,-2.0,0.61,0.02,0.59,0.05
9991429,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.3,0.04,-2.0,-2.0,-2.0,-2.0,0.61,0.02,0.59,0.05,1,-0.17,False,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.31,0.04,-2.0,-2.0,-2.0,-2.0,0.6,0.02,0.59,0.02
9991433,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.31,0.04,-2.0,-2.0,-2.0,-2.0,0.6,0.02,0.59,0.02,1,-0.17,False,1.0,0.0,1.0,-2.0,0.76,0.56,0.01,0.32,0.03,-2.0,-2.0,-2.0,-2.0,0.6,0.02,0.6,0.04
9991437,1.0,0.0,1.0,-2.0,0.76,0.56,0.01,0.32,0.03,-2.0,-2.0,-2.0,-2.0,0.6,0.02,0.6,0.04,1,-0.17,False,1.0,0.0,1.0,-2.0,0.48,0.56,0.01,0.33,0.02,-2.0,-2.0,-2.0,-2.0,0.59,0.02,0.6,0.0
9991441,1.0,0.0,1.0,-2.0,0.48,0.56,0.01,0.33,0.02,-2.0,-2.0,-2.0,-2.0,0.59,0.02,0.6,0.0,1,-0.17,False,1.0,0.0,1.0,-2.0,0.2,0.55,0.01,0.34,0.02,-2.0,-2.0,-2.0,-2.0,0.58,0.02,0.61,0.02
9991445,1.0,0.0,1.0,-2.0,0.2,0.55,0.01,0.34,0.02,-2.0,-2.0,-2.0,-2.0,0.58,0.02,0.61,0.02,1,-0.17,False,1.0,0.0,0.0,-2.0,-0.07,0.55,0.01,0.34,0.02,-2.0,-2.0,-2.0,-2.0,0.58,0.02,0.61,-0.0
9991449,1.0,0.0,0.0,-2.0,-0.07,0.55,0.01,0.34,0.02,-2.0,-2.0,-2.0,-2.0,0.58,0.02,0.61,-0.0,1,-0.17,False,1.0,0.0,0.0,-2.0,-0.35,0.55,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.57,0.02,0.62,0.02
9991453,1.0,0.0,0.0,-2.0,-0.35,0.55,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.57,0.02,0.62,0.02,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.54,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.57,0.01,0.61,-0.01
9991457,1.0,0.0,0.0,-2.0,-2.0,0.54,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.57,0.01,0.61,-0.01,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.54,0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.57,0.01,0.62,0.01
9991465,1.0,0.0,0.0,-2.0,-2.0,0.54,0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.56,0.01,0.61,-0.01,0,-1.17,False,1.0,1.0,0.0,-2.0,-2.0,0.56,0.01,0.61,0.01,0.53,0.01,0.36,0.01,0.82,0.01,0.72,-0.02
9991469,1.0,1.0,0.0,-2.0,-2.0,0.56,0.01,0.61,0.01,0.53,0.01,0.36,0.01,0.82,0.01,0.72,-0.02,2,-1.17,False,1.0,0.0,0.0,-2.0,-2.0,0.53,0.01,0.35,-0.03,-2.0,-2.0,-2.0,-2.0,0.55,0.01,0.61,-0.0
9991473,1.0,0.0,0.0,-2.0,-2.0,0.53,0.01,0.35,-0.03,-2.0,-2.0,-2.0,-2.0,0.55,0.01,0.61,-0.0,1,-0.17,False,1.0,0.0,0.0,-2.0,-2.0,0.53,0.01,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.55,0.01,0.6,-0.03
9991477,1.0,0.0,0.0,-2.0,-2.0,0.53,0.01,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.55,0.01,0.6,-0.03,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.55,0.01,0.6,0.0
9991480,1.0,0.0,0.0,-2.0,-2.0,0.46,0.0,0.37,0.0,-2.0,-2.0,-2.0,-2.0,-0.04,-0.01,0.78,0.0,0,-50.0,False,1.0,1.0,0.0,-2.0,-2.0,-0.03,-0.0,0.77,-0.03,0.46,0.0,0.37,-0.0,0.21,-0.0,0.46,-0.01
9991481,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.55,0.01,0.6,0.0,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.01,0.61,0.0
9991484,1.0,1.0,0.0,-2.0,-2.0,-0.03,-0.0,0.77,-0.03,0.46,0.0,0.37,-0.0,0.21,-0.0,0.46,-0.01,2,-1.43,False,1.0,0.0,0.0,-2.0,-2.0,0.55,-0.26,0.27,-0.31,-2.0,-2.0,-2.0,-2.0,0.06,-0.27,0.68,-0.27
9991485,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.35,0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.01,0.61,0.0,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.01,0.61,0.01
9991488,1.0,0.0,0.0,-2.0,-2.0,0.55,-0.26,0.27,-0.31,-2.0,-2.0,-2.0,-2.0,0.06,-0.27,0.68,-0.27,1,-0.37,False,1.0,0.0,0.0,-2.0,-2.0,0.12,-0.2,0.27,0.0,-2.0,-2.0,-2.0,-2.0,0.83,-0.18,0.6,-0.24
9991489,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.01,0.61,0.01,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.01,0.61,0.01
9991492,1.0,0.0,0.0,-2.0,-2.0,0.12,-0.2,0.27,0.0,-2.0,-2.0,-2.0,-2.0,0.83,-0.18,0.6,-0.24,1,-0.32,False,1.0,0.0,0.0,-2.0,-2.0,0.17,-0.15,0.28,0.04,-2.0,-2.0,-2.0,-2.0,0.42,-0.15,0.58,-0.06
9991493,1.0,0.0,0.0,-2.0,-2.0,0.52,0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.54,0.01,0.61,0.01,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.53,0.01,0.61,0.0
9991496,1.0,0.0,0.0,-2.0,-2.0,0.17,-0.15,0.28,0.04,-2.0,-2.0,-2.0,-2.0,0.42,-0.15,0.58,-0.06,1,-0.29,False,1.0,0.0,0.0,-2.0,-2.0,0.69,-0.11,0.3,0.04,-2.0,-2.0,-2.0,-2.0,0.21,-0.12,0.6,0.05
9991497,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.53,0.01,0.61,0.0,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.53,0.01,0.6,-0.02
9991500,1.0,0.0,0.0,-2.0,-2.0,0.69,-0.11,0.3,0.04,-2.0,-2.0,-2.0,-2.0,0.21,-0.12,0.6,0.05,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.71,-0.06,0.32,0.07,-2.0,-2.0,-2.0,-2.0,0.24,-0.08,0.61,0.03
9991501,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.53,0.01,0.6,-0.02,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.53,0.01,0.61,0.0
9991504,1.0,0.0,0.0,-2.0,-2.0,0.71,-0.06,0.32,0.07,-2.0,-2.0,-2.0,-2.0,0.24,-0.08,0.61,0.03,1,-0.21,False,1.0,0.0,0.0,-2.0,-2.0,0.72,-0.02,0.34,0.07,-2.0,-2.0,-2.0,-2.0,0.25,-0.03,0.64,0.1
9991508,1.0,0.0,0.0,-2.0,-2.0,0.72,-0.02,0.34,0.07,-2.0,-2.0,-2.0,-2.0,0.25,-0.03,0.64,0.1,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.72,0.0,0.36,0.06,-2.0,-2.0,-2.0,-2.0,0.25,0.0,0.67,0.07
9991509,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.53,0.01,0.6,-0.02,1,-0.18,False,1.0,0.0,0.0,-2.0,-2.0,0.51,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.52,0.01,0.6,0.0
9991516,1.0,0.0,0.0,-2.0,-2.0,0.71,0.02,0.38,0.05,-2.0,-2.0,-2.0,-2.0,0.24,0.02,0.68,0.04,1,-0.15,False,1.0,0.0,0.0,-2.0,-2.0,0.7,0.03,0.39,0.04,-2.0,-2.0,-2.0,-2.0,0.24,0.02,0.7,0.07
9991520,1.0,0.0,0.0,-2.0,-2.0,0.7,0.03,0.39,0.04,-2.0,-2.0,-2.0,-2.0,0.24,0.02,0.7,0.07,1,-0.14,False,1.0,0.0,0.0,-2.0,-2.0,0.69,0.04,0.4,0.03,-2.0,-2.0,-2.0,-2.0,0.22,0.04,0.71,0.03
9991524,1.0,0.0,0.0,-2.0,-2.0,0.69,0.04,0.4,0.03,-2.0,-2.0,-2.0,-2.0,0.22,0.04,0.71,0.03,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.68,0.04,0.41,0.02,-2.0,-2.0,-2.0,-2.0,0.21,0.04,0.72,0.03
9991528,1.0,0.0,0.0,-2.0,-2.0,0.68,0.04,0.41,0.02,-2.0,-2.0,-2.0,-2.0,0.21,0.04,0.72,0.03,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.66,0.04,0.41,0.01,-2.0,-2.0,-2.0,-2.0,0.2,0.03,0.72,-0.0
9991532,1.0,0.0,0.0,-2.0,-2.0,0.66,0.04,0.41,0.01,-2.0,-2.0,-2.0,-2.0,0.2,0.03,0.72,-0.0,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.65,0.04,0.41,0.0,-2.0,-2.0,-2.0,-2.0,0.19,0.04,0.72,0.01
9991536,1.0,0.0,0.0,-2.0,-2.0,0.65,0.04,0.41,0.0,-2.0,-2.0,-2.0,-2.0,0.19,0.04,0.72,0.01,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.64,0.04,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.18,0.04,0.72,-0.02
9991540,1.0,0.0,0.0,-2.0,-2.0,0.64,0.04,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.18,0.04,0.72,-0.02,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.62,0.04,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.17,0.02,0.72,-0.0
9991544,1.0,0.0,0.0,-2.0,-2.0,0.62,0.04,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.17,0.02,0.72,-0.0,1,-0.13,False,1.0,0.0,0.0,-2.0,-2.0,0.61,0.03,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.16,0.04,0.71,-0.03
9991548,1.0,0.0,0.0,-2.0,-2.0,0.61,0.03,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.16,0.04,0.71,-0.03,1,-0.13,False,1.0,0.0,0.0,0.74,-2.0,0.6,0.03,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.15,0.02,0.71,-0.01
9991552,1.0,0.0,0.0,0.74,-2.0,0.6,0.03,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.15,0.02,0.71,-0.01,1,-0.13,False,1.0,0.0,0.0,0.45,-2.0,0.59,0.03,0.41,-0.01,-2.0,-2.0,-2.0,-2.0,0.14,0.03,0.7,-0.01
9991556,1.0,0.0,0.0,0.45,-2.0,0.59,0.03,0.41,-0.01,-2.0,-2.0,-2.0,-2.0,0.14,0.03,0.7,-0.01,1,-0.13,False,1.0,0.0,0.0,0.16,-2.0,0.58,0.03,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.14,0.01,0.7,-0.01
9991560,1.0,0.0,0.0,0.16,-2.0,0.58,0.03,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.14,0.01,0.7,-0.01,1,-0.14,False,1.0,0.0,1.0,-0.13,-2.0,0.57,0.03,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.13,0.03,0.7,-0.01
9991564,1.0,0.0,1.0,-0.13,-2.0,0.57,0.03,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.13,0.03,0.7,-0.01,1,-0.14,False,1.0,0.0,1.0,-0.42,-2.0,0.57,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.12,0.01,0.7,-0.01
9991568,1.0,0.0,1.0,-0.42,-2.0,0.57,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.12,0.01,0.7,-0.01,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.56,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.11,0.02,0.69,-0.01
9991572,1.0,0.0,1.0,-2.0,-2.0,0.56,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.11,0.02,0.69,-0.01,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.55,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.11,0.01,0.69,-0.01
9991574,1.0,1.0,1.0,-2.0,-2.0,0.8,0.03,0.39,0.03,0.42,0.03,0.47,-0.02,0.98,0.05,-2.0,-2.0,0,-1.1,False,0.0,1.0,1.0,-2.0,-2.0,0.97,0.04,-2.0,-2.0,0.77,0.08,0.4,0.03,-2.0,-2.0,-2.0,-2.0
9991576,1.0,0.0,1.0,-2.0,-2.0,0.55,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.11,0.01,0.69,-0.01,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.11,0.02,0.69,-0.01
9991578,0.0,1.0,1.0,-2.0,-2.0,0.97,0.04,-2.0,-2.0,0.77,0.08,0.4,0.03,-2.0,-2.0,-2.0,-2.0,1,-0.06,False,0.0,1.0,1.0,-2.0,-2.0,0.94,0.08,-2.0,-2.0,0.74,0.09,0.41,0.04,-2.0,-2.0,-2.0,-2.0
9991580,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.11,0.02,0.69,-0.01,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.1,0.0,0.69,-0.01
9991582,0.0,1.0,1.0,-2.0,-2.0,0.94,0.08,-2.0,-2.0,0.74,0.09,0.41,0.04,-2.0,-2.0,-2.0,-2.0,1,-0.03,False,0.0,1.0,1.0,-2.0,-2.0,0.9,0.11,-2.0,-2.0,0.7,0.11,0.43,0.06,-2.0,-2.0,-2.0,-2.0
9991584,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.1,0.0,0.69,-0.01,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.53,0.02,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.1,0.02,0.69,-0.01
9991586,0.0,1.0,1.0,-2.0,-2.0,0.9,0.11,-2.0,-2.0,0.7,0.11,0.43,0.06,-2.0,-2.0,-2.0,-2.0,1,-0.01,False,0.0,1.0,1.0,-2.0,-2.0,0.86,0.13,-2.0,-2.0,0.67,0.12,0.45,0.06,-2.0,-2.0,-2.0,-2.0
9991588,1.0,0.0,1.0,-2.0,-2.0,0.53,0.02,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.1,0.02,0.69,-0.01,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.53,0.02,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.1,0.0,0.68,-0.01
9991590,0.0,1.0,1.0,-2.0,-2.0,0.86,0.13,-2.0,-2.0,0.67,0.12,0.45,0.06,-2.0,-2.0,-2.0,-2.0,1,0.0,False,0.0,1.0,1.0,-2.0,-2.0,0.81,0.14,-2.0,-2.0,0.62,0.13,0.48,0.07,-2.0,-2.0,-2.0,-2.0
9991592,1.0,0.0,1.0,-2.0,-2.0,0.53,0.02,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.1,0.0,0.68,-0.01,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.52,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,0.01,0.68,-0.01
9991593,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.36,0.0,-2.0,-2.0,-2.0,-2.0,0.49,0.02,0.6,0.0,1,-0.19,False,1.0,0.0,1.0,-2.0,-2.0,0.47,0.03,0.36,-0.0,-2.0,-2.0,-2.0,-2.0,0.47,0.06,0.59,-0.0
9991594,0.0,1.0,1.0,-2.0,-2.0,0.81,0.14,-2.0,-2.0,0.62,0.13,0.48,0.07,-2.0,-2.0,-2.0,-2.0,1,0.0,False,0.0,1.0,1.0,-2.0,-2.0,0.76,0.14,-2.0,-2.0,0.58,0.13,0.5,0.07,-2.0,-2.0,-2.0,-2.0
9991596,1.0,0.0,1.0,-2.0,-2.0,0.52,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,0.01,0.68,-0.01,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.52,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,-0.0,-0.01,0.23
9991598,0.0,1.0,1.0,-2.0,-2.0,0.76,0.14,-2.0,-2.0,0.58,0.13,0.5,0.07,-2.0,-2.0,-2.0,-2.0,1,0.0,False,0.0,1.0,1.0,-2.0,-2.0,0.72,0.14,-2.0,-2.0,0.54,0.12,0.52,0.06,-2.0,-2.0,-2.0,-2.0
9991600,1.0,0.0,1.0,-2.0,-2.0,0.52,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,-0.0,-0.01,0.23,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,0.01,0.69,0.03
9991601,1.0,0.0,1.0,-2.0,-2.0,0.46,0.02,0.36,-0.01,-2.0,-2.0,-2.0,-2.0,0.43,0.1,0.58,-0.03,1,-0.2,False,1.0,0.0,1.0,-2.0,-2.0,0.46,0.01,0.36,-0.01,-2.0,-2.0,-2.0,-2.0,0.4,0.1,0.58,-0.01
9991602,0.0,1.0,1.0,-2.0,-2.0,0.72,0.14,-2.0,-2.0,0.54,0.12,0.52,0.06,-2.0,-2.0,-2.0,-2.0,1,-0.01,False,0.0,1.0,1.0,-2.0,-2.0,0.67,0.14,-2.0,-2.0,0.5,0.12,0.54,0.05,-2.0,-2.0,-2.0,-2.0
9991604,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,0.01,0.69,0.03,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,0.01,0.69,-0.01
9991606,0.0,1.0,1.0,-2.0,-2.0,0.67,0.14,-2.0,-2.0,0.5,0.12,0.54,0.05,-2.0,-2.0,-2.0,-2.0,2,-1.02,False,1.0,1.0,1.0,-2.0,-2.0,0.46,0.11,0.55,0.04,0.12,0.1,0.73,0.11,0.62,0.14,-2.0,-2.0
9991608,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.09,0.01,0.69,-0.01,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.08,0.02,0.12,0.11
9991610,1.0,1.0,1.0,-2.0,-2.0,0.46,0.11,0.55,0.04,0.12,0.1,0.73,0.11,0.62,0.14,-2.0,-2.0,1,-0.06,False,1.0,1.0,1.0,-2.0,-2.0,0.44,0.08,0.55,0.0,0.1,0.06,0.75,0.07,0.59,0.1,-2.0,-2.0
9991612,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.0,-2.0,-2.0,-2.0,-2.0,0.08,0.02,0.12,0.11,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.5,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.08,0.0,0.16,0.09
9991614,1.0,1.0,1.0,-2.0,-2.0,0.44,0.08,0.55,0.0,0.1,0.06,0.75,0.07,0.59,0.1,-2.0,-2.0,1,-0.13,False,1.0,1.0,1.0,-2.0,-2.0,0.43,0.02,0.53,-0.06,0.1,0.0,0.75,0.01,0.57,0.05,-2.0,-2.0
9991616,1.0,0.0,1.0,-2.0,-2.0,0.5,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.08,0.0,0.16,0.09,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.5,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.07,0.02,0.18,0.07
9991618,1.0,1.0,1.0,-2.0,-2.0,0.43,0.02,0.53,-0.06,0.1,0.0,0.75,0.01,0.57,0.05,-2.0,-2.0,1,-0.13,False,1.0,1.0,1.0,-2.0,-2.0,0.42,0.03,0.52,-0.04,0.1,0.0,0.76,0.01,0.55,0.06,-2.0,-2.0
9991620,1.0,0.0,1.0,-2.0,-2.0,0.5,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.07,0.02,0.18,0.07,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.07,0.0,0.2,0.06
9991622,1.0,1.0,1.0,-2.0,-2.0,0.42,0.03,0.52,-0.04,0.1,0.0,0.76,0.01,0.55,0.06,-2.0,-2.0,1,-0.13,False,1.0,1.0,1.0,-2.0,-2.0,0.41,0.04,0.51,-0.03,0.1,0.0,0.76,0.01,0.53,0.07,-2.0,-2.0
9991624,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.07,0.0,0.2,0.06,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.07,0.01,0.23,0.08
9991626,1.0,1.0,1.0,-2.0,-2.0,0.41,0.04,0.51,-0.03,0.1,0.0,0.76,0.01,0.53,0.07,-2.0,-2.0,1,-0.21,False,1.0,1.0,1.0,-2.0,-2.0,0.42,-0.03,0.47,-0.11,0.13,-0.08,0.73,-0.07,0.53,0.01,-2.0,-2.0
9991628,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.07,0.01,0.23,0.08,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.02,0.25,0.08
9991630,1.0,1.0,1.0,-2.0,-2.0,0.42,-0.03,0.47,-0.11,0.13,-0.08,0.73,-0.07,0.53,0.01,-2.0,-2.0,2,-1.25,False,1.0,1.0,1.0,-2.0,-2.0,0.17,-0.12,0.7,-0.11,0.02,-0.11,0.32,-0.11,0.43,-0.04,0.44,-0.11
9991632,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.02,0.25,0.08,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.06,0.0,0.28,0.07
9991633,1.0,0.0,1.0,-2.0,-2.0,0.48,-0.01,0.36,0.01,-2.0,-2.0,-2.0,-2.0,0.17,0.06,0.58,-0.0,0,-1.18,False,1.0,1.0,1.0,-2.0,-2.0,0.15,0.05,0.58,0.01,0.49,-0.01,0.36,0.0,0.59,0.02,-0.04,0.06
9991634,1.0,1.0,1.0,-2.0,-2.0,0.17,-0.12,0.7,-0.11,0.02,-0.11,0.32,-0.11,0.43,-0.04,0.44,-0.11,2,-1.24,False,1.0,0.0,1.0,-2.0,-2.0,0.05,-0.09,0.28,-0.1,-2.0,-2.0,-2.0,-2.0,0.2,-0.1,0.66,-0.1
