trans_idx,has_right_lane,has_left_lane,driving_in_weaving,dist_to_onramp,dist_to_offramp,leader_gap,leader_relatif_s,follower_gap,follower_relatif_s,left_leader_gap,left_leader_relatif_s,left_follower_gap,left_follower_relatif_s,right_leader_gap,right_leader_relatif_s,right_follower_gap,right_follower_relatif_s,action,reward,done,next_has_right_lane,next_has_left_lane,next_driving_in_weaving,next_dist_to_onramp,next_dist_to_offramp,next_leader_gap,next_leader_relatif_s,next_follower_gap,next_follower_relatif_s,next_left_leader_gap,next_left_leader_relatif_s,next_left_follower_gap,next_left_follower_relatif_s,next_right_leader_gap,next_right_leader_relatif_s,next_right_follower_gap,next_right_follower_relatif_s
10050410,1.0,0.0,1.0,-2.0,-2.0,0.56,-0.05,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.29,-0.02,0.68,-0.05,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.57,-0.03,0.39,0.01,-2.0,-2.0,-2.0,-2.0,0.29,0.0,0.68,0.01
10050411,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.28,0.04,0.52,0.0,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.28,-0.0,0.51,-0.02
10050412,1.0,1.0,1.0,-2.0,0.53,-2.0,-2.0,0.32,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,-0.22,False,1.0,1.0,1.0,-2.0,0.28,-2.0,-2.0,0.32,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
10050414,1.0,0.0,1.0,-2.0,-2.0,0.57,-0.03,0.39,0.01,-2.0,-2.0,-2.0,-2.0,0.29,0.0,0.68,0.01,1,-0.13,False,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.02,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.29,0.01,0.71,0.07
10050415,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.28,-0.0,0.51,-0.02,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.25,0.08,0.51,0.0
10050418,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.02,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.29,0.01,0.71,0.07,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.01,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.28,0.02,0.72,0.04
10050419,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.25,0.08,0.51,0.0,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.24,0.04,0.51,-0.02
10050422,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.01,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.28,0.02,0.72,0.04,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.0,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.28,0.02,0.72,0.01
10050423,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.24,0.04,0.51,-0.02,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.24,-0.0,0.51,0.0
10050426,1.0,0.0,1.0,-2.0,-2.0,0.58,-0.0,0.4,0.01,-2.0,-2.0,-2.0,-2.0,0.28,0.02,0.72,0.01,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.58,0.0,0.41,0.01,-2.0,-2.0,-2.0,-2.0,0.27,0.02,0.72,-0.01
10050427,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.24,-0.0,0.51,0.0,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.21,0.08,0.5,-0.02
10050430,1.0,0.0,1.0,-2.0,-2.0,0.58,0.0,0.41,0.01,-2.0,-2.0,-2.0,-2.0,0.27,0.02,0.72,-0.01,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.58,0.01,0.41,0.0,-2.0,-2.0,-2.0,-2.0,0.26,0.02,0.74,0.05
10050431,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.21,0.08,0.5,-0.02,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.2,0.04,0.5,0.0
10050434,1.0,0.0,1.0,-2.0,-2.0,0.58,0.01,0.41,0.0,-2.0,-2.0,-2.0,-2.0,0.26,0.02,0.74,0.05,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.41,0.0,-2.0,-2.0,-2.0,-2.0,0.25,0.02,0.75,0.02
10050435,1.0,0.0,1.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.2,0.04,0.5,0.0,1,-0.23,False,1.0,0.0,1.0,-2.0,-2.0,0.32,0.01,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.2,0.0,0.49,-0.02
10050437,1.0,0.0,0.0,-2.0,-2.0,0.44,0.05,0.43,-0.0,-2.0,-2.0,-2.0,-2.0,0.22,0.05,0.1,0.02,1,-0.19,False,1.0,0.0,0.0,-2.0,-2.0,0.43,0.05,0.43,-0.01,-2.0,-2.0,-2.0,-2.0,0.2,0.05,0.11,0.03
10050438,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.41,0.0,-2.0,-2.0,-2.0,-2.0,0.25,0.02,0.75,0.02,1,-0.12,False,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.25,0.03,0.74,-0.01
10050439,1.0,0.0,1.0,-2.0,-2.0,0.32,0.01,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.2,0.0,0.49,-0.02,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.32,0.01,0.35,-0.0,-2.0,-2.0,-2.0,-2.0,0.17,0.09,0.49,-0.0
10050441,1.0,0.0,0.0,-2.0,-2.0,0.43,0.05,0.43,-0.01,-2.0,-2.0,-2.0,-2.0,0.2,0.05,0.11,0.03,1,-0.19,False,1.0,0.0,0.0,-2.0,-2.0,0.41,0.04,0.43,-0.01,-2.0,-2.0,-2.0,-2.0,0.19,0.04,0.12,0.03
10050442,1.0,0.0,1.0,-2.0,-2.0,0.57,0.01,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.25,0.03,0.74,-0.01,1,-0.13,False,1.0,0.0,1.0,-2.0,-2.0,0.56,0.02,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.24,0.03,0.76,0.04
10050443,1.0,0.0,1.0,-2.0,-2.0,0.32,0.01,0.35,-0.0,-2.0,-2.0,-2.0,-2.0,0.17,0.09,0.49,-0.0,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.32,0.01,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.16,0.04,0.49,-0.02
10050445,1.0,0.0,0.0,-2.0,-2.0,0.41,0.04,0.43,-0.01,-2.0,-2.0,-2.0,-2.0,0.19,0.04,0.12,0.03,1,-0.19,False,1.0,0.0,0.0,-2.0,-2.0,0.4,0.04,0.42,-0.01,-2.0,-2.0,-2.0,-2.0,0.17,0.04,0.13,0.03
10050446,1.0,0.0,1.0,-2.0,-2.0,0.56,0.02,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.24,0.03,0.76,0.04,1,-0.13,False,1.0,0.0,1.0,-2.0,-2.0,0.56,0.02,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.23,0.03,0.76,0.01
10050447,1.0,0.0,1.0,-2.0,-2.0,0.32,0.01,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.16,0.04,0.49,-0.02,1,-0.24,False,1.0,0.0,1.0,-2.0,-2.0,0.31,0.0,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.15,0.01,0.48,-0.01
10050449,1.0,0.0,0.0,-2.0,-2.0,0.4,0.04,0.42,-0.01,-2.0,-2.0,-2.0,-2.0,0.17,0.04,0.13,0.03,1,-0.2,False,1.0,0.0,0.0,0.86,-2.0,0.39,0.04,0.41,-0.02,-2.0,-2.0,-2.0,-2.0,0.16,0.04,0.14,0.02
10050450,1.0,0.0,1.0,-2.0,-2.0,0.56,0.02,0.41,-0.0,-2.0,-2.0,-2.0,-2.0,0.23,0.03,0.76,0.01,1,-0.13,False,1.0,0.0,1.0,-2.0,-2.0,0.55,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.22,0.03,0.75,-0.02
10050451,1.0,0.0,1.0,-2.0,-2.0,0.31,0.0,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.15,0.01,0.48,-0.01,1,-0.25,False,1.0,0.0,1.0,-2.0,-2.0,0.31,0.0,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.16,-0.0,0.48,-0.01
10050453,1.0,0.0,0.0,0.86,-2.0,0.39,0.04,0.41,-0.02,-2.0,-2.0,-2.0,-2.0,0.16,0.04,0.14,0.02,1,-0.2,False,1.0,0.0,0.0,0.6,-2.0,0.38,0.03,0.41,-0.02,-2.0,-2.0,-2.0,-2.0,0.15,0.03,0.14,0.02
10050454,1.0,0.0,1.0,-2.0,-2.0,0.55,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.22,0.03,0.75,-0.02,1,-0.13,False,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.21,0.02,0.76,0.03
10050455,1.0,0.0,1.0,-2.0,-2.0,0.31,0.0,0.34,-0.01,-2.0,-2.0,-2.0,-2.0,0.16,-0.0,0.48,-0.01,1,-0.25,False,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.34,-0.0,-2.0,-2.0,-2.0,-2.0,0.13,0.08,0.48,-0.01
10050457,1.0,0.0,0.0,0.6,-2.0,0.38,0.03,0.41,-0.02,-2.0,-2.0,-2.0,-2.0,0.15,0.03,0.14,0.02,1,-0.21,False,1.0,0.0,0.0,0.33,-2.0,0.37,0.03,0.4,-0.02,-2.0,-2.0,-2.0,-2.0,0.14,0.03,0.15,0.02
10050458,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.21,0.02,0.76,0.03,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.21,0.02,0.76,-0.01
10050459,1.0,0.0,1.0,-2.0,-2.0,0.31,-0.0,0.34,-0.0,-2.0,-2.0,-2.0,-2.0,0.13,0.08,0.48,-0.01,2,-30.0,False,1.0,0.0,1.0,-2.0,-2.0,0.3,0.03,0.34,-0.0,-2.0,-2.0,-2.0,-2.0,0.11,0.06,0.48,-0.0
10050462,1.0,0.0,1.0,-2.0,-2.0,0.54,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.21,0.02,0.76,-0.01,1,-0.14,False,1.0,0.0,1.0,-2.0,-2.0,0.53,0.02,0.4,-0.01,-2.0,-2.0,-2.0,-2.0,0.2,0.02,0.88,-0.02
10050463,1.0,0.0,1.0,-2.0,-2.0,0.3,0.03,0.34,-0.0,-2.0,-2.0,-2.0,-2.0,0.11,0.06,0.48,-0.0,1,-0.26,False,1.0,0.0,1.0,-2.0,-2.0,0.29,0.04,0.33,-0.02,-2.0,-2.0,-2.0,-2.0,0.09,0.04,0.47,-0.02
10050467,1.0,0.0,1.0,-2.0,-2.0,0.29,0.04,0.33,-0.02,-2.0,-2.0,-2.0,-2.0,0.09,0.04,0.47,-0.02,1,-0.28,False,1.0,0.0,1.0,-2.0,-2.0,0.28,0.03,0.32,-0.03,-2.0,-2.0,-2.0,-2.0,0.08,0.03,0.46,-0.04
10050469,1.0,0.0,1.0,-0.19,-2.0,0.35,0.02,0.39,-0.02,-2.0,-2.0,-2.0,-2.0,0.13,0.02,0.16,0.01,0,-1.22,False,1.0,1.0,1.0,-0.45,-2.0,0.13,0.02,0.61,-0.02,0.35,0.02,0.39,-0.02,0.43,0.03,0.16,0.01
10050471,1.0,0.0,1.0,-2.0,-2.0,0.28,0.03,0.32,-0.03,-2.0,-2.0,-2.0,-2.0,0.08,0.03,0.46,-0.04,1,-0.3,False,1.0,0.0,1.0,-2.0,0.9,0.28,0.02,0.31,-0.03,-2.0,-2.0,-2.0,-2.0,0.07,0.03,0.44,-0.05
10050473,1.0,1.0,1.0,-0.45,-2.0,0.13,0.02,0.61,-0.02,0.35,0.02,0.39,-0.02,0.43,0.03,0.16,0.01,0,-1.34,False,1.0,1.0,1.0,-2.0,-2.0,0.47,-0.1,0.11,-0.15,0.16,-0.11,0.56,-0.14,-2.0,-2.0,-2.0,-2.0
10050475,1.0,0.0,1.0,-2.0,0.9,0.28,0.02,0.31,-0.03,-2.0,-2.0,-2.0,-2.0,0.07,0.03,0.44,-0.05,1,-0.31,False,1.0,0.0,1.0,-2.0,0.67,0.28,-0.0,0.3,-0.03,-2.0,-2.0,-2.0,-2.0,0.06,0.04,0.43,-0.05
10050479,1.0,0.0,1.0,-2.0,0.67,0.28,-0.0,0.3,-0.03,-2.0,-2.0,-2.0,-2.0,0.06,0.04,0.43,-0.05,1,-0.31,False,1.0,0.0,1.0,-2.0,0.44,0.28,-0.02,0.3,-0.01,-2.0,-2.0,-2.0,-2.0,0.04,0.05,0.42,-0.03
10050481,1.0,1.0,1.0,-2.0,-2.0,0.48,-0.04,0.17,0.18,0.18,-0.05,0.52,-0.11,-2.0,-2.0,-2.0,-2.0,0,-1.25,False,0.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.48,0.0,0.22,0.16,-2.0,-2.0,-2.0,-2.0
10050482,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.18,0.01,0.85,-0.01,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.17,0.01,0.84,-0.01
10050483,1.0,0.0,1.0,-2.0,0.44,0.28,-0.02,0.3,-0.01,-2.0,-2.0,-2.0,-2.0,0.04,0.05,0.42,-0.03,1,-0.3,False,1.0,0.0,1.0,-2.0,0.21,0.29,-0.02,0.3,0.0,-2.0,-2.0,-2.0,-2.0,0.02,0.07,0.42,-0.0
10050486,1.0,0.0,1.0,-2.0,-2.0,0.51,0.01,0.39,-0.01,-2.0,-2.0,-2.0,-2.0,0.17,0.01,0.84,-0.01,1,-0.15,False,1.0,0.0,1.0,-2.0,-2.0,0.5,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.17,0.01,0.84,-0.01
10050487,1.0,0.0,1.0,-2.0,0.21,0.29,-0.02,0.3,0.0,-2.0,-2.0,-2.0,-2.0,0.02,0.07,0.42,-0.0,1,-0.29,False,1.0,0.0,0.0,-2.0,-0.03,0.3,-0.02,0.3,0.01,-2.0,-2.0,-2.0,-2.0,0.52,0.17,0.42,0.02
10050491,1.0,0.0,0.0,-2.0,-0.03,0.3,-0.02,0.3,0.01,-2.0,-2.0,-2.0,-2.0,0.52,0.17,0.42,0.02,1,-0.28,False,1.0,0.0,0.0,-2.0,-0.27,0.31,-0.02,0.31,0.02,-2.0,-2.0,-2.0,-2.0,0.48,0.12,0.42,-0.0
10050495,1.0,0.0,0.0,-2.0,-0.27,0.31,-0.02,0.31,0.02,-2.0,-2.0,-2.0,-2.0,0.48,0.12,0.42,-0.0,1,-0.26,False,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.02,0.32,0.02,-2.0,-2.0,-2.0,-2.0,0.45,0.08,0.43,0.03
10050499,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.02,0.32,0.02,-2.0,-2.0,-2.0,-2.0,0.45,0.08,0.43,0.03,1,-0.25,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.32,0.02,-2.0,-2.0,-2.0,-2.0,0.44,0.04,0.43,0.0
10050503,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.32,0.02,-2.0,-2.0,-2.0,-2.0,0.44,0.04,0.43,0.0,1,-0.25,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.33,0.02,-2.0,-2.0,-2.0,-2.0,0.42,0.06,0.44,0.03
10050507,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.33,0.02,-2.0,-2.0,-2.0,-2.0,0.42,0.06,0.44,0.03,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.31,0.02,0.33,0.02,-2.0,-2.0,-2.0,-2.0,0.39,0.09,0.44,0.0
10050511,1.0,0.0,0.0,-2.0,-2.0,0.31,0.02,0.33,0.02,-2.0,-2.0,-2.0,-2.0,0.39,0.09,0.44,0.0,1,-0.25,False,1.0,0.0,0.0,-2.0,-2.0,0.31,0.02,0.33,-0.0,-2.0,-2.0,-2.0,-2.0,0.37,0.07,0.44,0.01
10050515,1.0,0.0,0.0,-2.0,-2.0,0.31,0.02,0.33,-0.0,-2.0,-2.0,-2.0,-2.0,0.37,0.07,0.44,0.01,1,-0.26,False,1.0,0.0,0.0,-2.0,-2.0,0.31,0.01,0.33,-0.01,-2.0,-2.0,-2.0,-2.0,0.35,0.05,0.43,-0.03
10050518,1.0,0.0,1.0,-2.0,-2.0,0.49,0.01,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.16,0.0,0.83,-0.0,1,-0.16,False,1.0,0.0,1.0,-2.0,-2.0,0.48,0.0,0.38,-0.0,-2.0,-2.0,-2.0,-2.0,0.15,0.0,0.83,-0.0
10050519,1.0,0.0,0.0,-2.0,-2.0,0.31,0.01,0.33,-0.01,-2.0,-2.0,-2.0,-2.0,0.35,0.05,0.43,-0.03,1,-0.26,False,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.0,0.33,-0.01,-2.0,-2.0,-2.0,-2.0,0.33,0.04,0.43,-0.01
10050523,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.0,0.33,-0.01,-2.0,-2.0,-2.0,-2.0,0.33,0.04,0.43,-0.01,1,-0.26,False,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.01,0.33,-0.0,-2.0,-2.0,-2.0,-2.0,0.33,0.03,0.43,-0.01
10050527,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.01,0.33,-0.0,-2.0,-2.0,-2.0,-2.0,0.33,0.03,0.43,-0.01,1,-0.26,False,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.01,0.33,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.02,0.43,0.0
10050531,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.01,0.33,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.02,0.43,0.0,2,-30.0,False,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.01,0.33,0.01,-2.0,-2.0,-2.0,-2.0,0.31,0.02,0.43,0.01
10050535,1.0,0.0,0.0,-2.0,-2.0,0.31,-0.01,0.33,0.01,-2.0,-2.0,-2.0,-2.0,0.31,0.02,0.43,0.01,1,-0.25,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.33,0.01,-2.0,-2.0,-2.0,-2.0,0.32,-0.02,0.43,-0.02
10050539,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.33,0.01,-2.0,-2.0,-2.0,-2.0,0.32,-0.02,0.43,-0.02,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.32,-0.0,0.43,0.01
10050543,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.01,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.32,-0.0,0.43,0.01,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.32,0.01,0.42,-0.02
10050547,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.32,0.01,0.42,-0.02,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.33,-0.03,0.43,0.01
10050551,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.33,-0.03,0.43,0.01,1,-0.24,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.33,0.0,0.42,-0.02
10050555,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.01,-2.0,-2.0,-2.0,-2.0,0.33,0.0,0.42,-0.02,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.01,0.42,0.01
10050559,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.34,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.01,0.42,0.01,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.02,0.42,-0.02
10050563,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.02,0.42,-0.02,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,-0.02,0.42,0.0
10050564,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,-0.0,1,-0.22,False,1.0,1.0,1.0,-0.26,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,0.0
10050567,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,-0.02,0.42,0.0,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,0.0,0.41,-0.02
10050568,1.0,1.0,1.0,-0.26,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,0.0,1,-0.22,False,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,0.0
10050571,1.0,0.0,0.0,-2.0,-2.0,0.32,-0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,0.0,0.41,-0.02,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.01,0.42,0.04
10050572,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.29,0.0,1,-0.22,False,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.04,-0.0
10050575,1.0,0.0,0.0,-2.0,-2.0,0.32,0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.32,0.01,0.42,0.04,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,-0.03,0.46,0.09
10050576,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.04,-0.0,1,-0.22,False,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.05,-0.04,0.3,0.01
10050579,1.0,0.0,0.0,-2.0,-2.0,0.32,0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,-0.03,0.46,0.09,1,-0.23,False,1.0,0.0,0.0,-2.0,-2.0,0.32,0.0,0.35,0.0,-2.0,-2.0,-2.0,-2.0,0.33,0.0,-2.0,-2.0
10050580,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.05,-0.04,0.3,0.01,2,-1.22,False,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
10050606,1.0,0.0,0.0,-2.0,-2.0,0.46,0.01,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.14,0.0,0.77,-0.04,2,-30.0,False,1.0,0.0,0.0,-2.0,-2.0,0.46,0.01,0.37,-0.0,-2.0,-2.0,-2.0,-2.0,0.14,0.01,0.77,-0.01
10050608,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,-1.22,False,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.22,-0.12,0.12,-0.11
10050612,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.22,-0.12,0.12,-0.11,2,-1.22,False,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
10050620,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.54,-0.04,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.51,-0.09
10050628,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.48,-0.08,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.43,-0.13,0.46,-0.07
10050632,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.43,-0.13,0.46,-0.07,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.47,-0.13,0.44,-0.06
10050636,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.47,-0.13,0.44,-0.06,1,-0.22,False,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.52,-0.13,0.42,-0.05
